DER_TYPE,DER_INSTR,DER_RISK,DER_REP_CTY,DER_SECTOR_CPY,DER_CPC,DER_SECTOR_UDL,DER_CURR_LEG1,DER_CURR_LEG2,DER_ISSUE_MAT,DER_RATING,DER_EX_METHOD,DER_BASIS,AVAILABILITY,COLLECTION,TIME_PERIOD,OBS_VALUE
T,U,T,5J,M,5J,F,TO1,TO1,A,A,3,A,K,S,2022-S1,16144.0
Q,M,D,5J,Z,5J,A,GBP,TO1,A,A,3,A,K,S,2021-S2,3634.769
Q,M,D,5J,Z,5J,A,GBP,TO1,A,A,3,A,K,S,2022-S1,4315.474
A,U,T,5J,Z,5F,A,TO1,TO1,A,A,3,C,K,S,2021-S2,57805.0
A,U,T,5J,Z,5F,A,TO1,TO1,A,A,3,C,K,S,2022-S1,64073.0
A,W,T,5J,L,5J,A,TO1,TO1,A,Z,3,C,K,S,2021-S2,103757.0
A,W,T,5J,L,5J,A,TO1,TO1,A,Z,3,C,K,S,2022-S1,121393.0
S,U,T,5J,M,5J,F,TO1,TO1,A,A,3,A,K,E,2021-S2,6579.0
S,U,T,5J,M,5J,F,TO1,TO1,A,A,3,A,K,E,2022-S1,14626.0
D,T,B,5J,B,5J,A,TO1,EUR,A,A,3,A,K,S,2021-S2,18484.899
D,T,B,5J,B,5J,A,TO1,EUR,A,A,3,A,K,S,2022-S1,34441.453
A,T,D,5J,B,5J,A,TO1,CHF,A,A,3,A,K,S,2021-S2,3310.429
A,T,D,5J,B,5J,A,TO1,CHF,A,A,3,A,K,S,2022-S1,3365.675
Q,R,E,5J,B,US,A,TO1,TO1,A,A,3,A,K,S,2021-S2,1174.76
Q,R,E,5J,B,US,A,TO1,TO1,A,A,3,A,K,S,2022-S1,1445.129
A,A,B,5J,K,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,124685.939
A,A,B,5J,K,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,131682.267
A,M,D,5J,U,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,14097.291
A,M,D,5J,U,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,13029.676
C,U,T,5J,M,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,3145.278
C,U,T,5J,M,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,1877.45
A,D,E,5J,C,5K,A,TO1,TO1,A,A,3,C,K,S,2021-S2,783430.655
A,D,E,5J,C,5K,A,TO1,TO1,A,A,3,C,K,S,2022-S1,729268.104
T,W,T,5J,A,5J,M,TO1,TO1,A,A,3,A,K,S,2021-S2,24825.0
T,W,T,5J,A,5J,M,TO1,TO1,A,A,3,A,K,S,2022-S1,27119.0
A,C,B,5J,C,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,1049681.549
A,C,B,5J,C,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,1015706.044
A,U,T,5J,M,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,113476.494
A,U,T,5J,M,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,119897.614
D,T,B,5J,C,5J,A,TO1,GBP,A,A,3,A,K,S,2021-S2,1933.32
D,T,B,5J,C,5J,A,TO1,GBP,A,A,3,A,K,S,2022-S1,4130.517
A,D,B,5J,A,5J,A,TO1,GBP,A,A,3,C,K,S,2021-S2,8027236.675
A,D,B,5J,A,5J,A,TO1,GBP,A,A,3,C,K,S,2022-S1,7235156.247
A,A,B,5J,A,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,4777531.379
A,A,B,5J,A,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,5194099.817
D,R,D,5J,K,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,0.002
D,R,D,5J,K,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,0.012
D,A,B,5J,B,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,37274.375
D,A,B,5J,B,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,51240.597
D,M,D,5J,K,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,13231.891
D,M,D,5J,K,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,40387.347
A,T,B,5J,U,5J,A,TO1,CHF,A,A,3,A,K,S,2021-S2,15991.692
A,T,B,5J,U,5J,A,TO1,CHF,A,A,3,A,K,S,2022-S1,21040.793
A,A,D,5J,U,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,5552729.133
A,A,D,5J,U,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,5349392.719
A,W,T,5J,M,5J,A,TO1,TO1,A,H,3,C,K,S,2021-S2,18317.0
A,W,T,5J,M,5J,A,TO1,TO1,A,H,3,C,K,S,2022-S1,21394.0
D,T,B,5J,A,5J,A,USD,TO1,A,A,3,A,K,S,2021-S2,95852.307
D,T,B,5J,A,5J,A,USD,TO1,A,A,3,A,K,S,2022-S1,180781.57
A,W,T,5J,U,5J,M,TO1,TO1,A,A,3,C,K,S,2021-S2,742.0
A,W,T,5J,U,5J,M,TO1,TO1,A,A,3,C,K,S,2022-S1,668.0
Q,R,B,5J,Z,5J,A,GBP,TO1,A,A,3,A,K,S,2021-S2,933.989
Q,R,B,5J,Z,5J,A,GBP,TO1,A,A,3,A,K,S,2022-S1,889.022
T,U,T,5J,L,5J,A,TO1,TO1,A,D,3,A,K,S,2021-S2,18130.0
T,U,T,5J,L,5J,A,TO1,TO1,A,D,3,A,K,S,2022-S1,12588.0
A,A,Q,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,1437443.887
A,A,Q,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,2035714.038
A,U,T,5J,Z,5J,A,TO1,TO1,A,F,3,C,K,S,2021-S2,3439209.0
A,U,T,5J,Z,5J,A,TO1,TO1,A,F,3,C,K,S,2022-S1,3583084.0
A,S,E,5J,B,US,A,TO1,TO1,A,A,3,A,K,S,2021-S2,322000.016
A,S,E,5J,B,US,A,TO1,TO1,A,A,3,A,K,S,2022-S1,455100.037
A,T,D,5J,K,5J,A,EUR,TO1,A,A,3,A,K,S,2021-S2,4559.0
A,T,D,5J,K,5J,A,EUR,TO1,A,A,3,A,K,S,2022-S1,7168.0
A,R,B,5J,C,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,375401.835
A,R,B,5J,C,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,392544.635
A,C,E,5J,K,5F,A,TO1,TO1,A,A,3,C,K,S,2021-S2,22.0
A,C,E,5J,K,5F,A,TO1,TO1,A,A,3,C,K,S,2022-S1,299.0
A,N,D,5J,A,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,15167433.491
A,N,D,5J,A,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,17117794.525
T,U,T,5J,N,5J,A,TO1,TO1,A,H,3,A,K,S,2021-S2,9961.0
T,U,T,5J,N,5J,A,TO1,TO1,A,H,3,A,K,S,2022-S1,7466.0
A,I,B,5J,U,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,111803.17
A,I,B,5J,U,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,106626.721
A,A,B,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,12782260.512
A,A,B,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,13410069.685
D,L,D,5J,K,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,1181522.515
D,L,D,5J,K,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,1846998.301
A,A,D,5J,K,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,4590614.618
A,A,D,5J,K,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,2673824.487
A,A,D,5J,A,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,51618487.704
A,A,D,5J,A,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,34889526.892
Q,C,B,5J,A,5J,A,JPY,TO1,A,A,3,A,K,S,2021-S2,487.601
Q,C,B,5J,A,5J,A,JPY,TO1,A,A,3,A,K,S,2022-S1,477.064
A,U,T,5J,K,5J,F,TO1,TO1,A,A,3,C,K,S,2021-S2,1027623.0
A,U,T,5J,K,5J,F,TO1,TO1,A,A,3,C,K,S,2022-S1,1032768.0
S,V,T,5J,A,5J,A,TO1,TO1,D,A,3,A,K,E,2021-S2,1539120.0
S,V,T,5J,A,5J,A,TO1,TO1,D,A,3,A,K,E,2022-S1,1532165.0
D,T,D,5J,A,5J,A,TO1,CAD,A,A,3,A,K,S,2021-S2,234.929
D,T,D,5J,A,5J,A,TO1,CAD,A,A,3,A,K,S,2022-S1,588.926
D,M,D,5J,A,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,186.142
D,M,D,5J,A,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,267.451
S,V,T,5J,L,5J,A,TO1,TO1,A,A,3,A,K,E,2021-S2,200448.439
S,V,T,5J,L,5J,A,TO1,TO1,A,A,3,A,K,E,2022-S1,261131.894
D,M,D,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,4103.131
D,M,D,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,30981.573
D,M,D,5J,K,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,80084.323
D,M,D,5J,K,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,205114.883
A,R,D,5J,C,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,10977.555
A,R,D,5J,C,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,14403.746
A,A,U,5J,B,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,31590.34
A,A,U,5J,B,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,28970.124
D,S,B,5J,C,5J,A,TO1,USD,A,A,3,A,K,S,2021-S2,28303.578
D,S,B,5J,C,5J,A,TO1,USD,A,A,3,A,K,S,2022-S1,48731.056
D,I,B,5J,C,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,63476.214
D,I,B,5J,C,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,102456.362
T,V,T,5J,N,5J,A,TO1,TO1,D,A,3,A,K,S,2021-S2,5159.0
T,V,T,5J,N,5J,A,TO1,TO1,D,A,3,A,K,S,2022-S1,6264.0
T,U,T,5J,O,5J,A,TO1,TO1,A,D,3,A,K,S,2021-S2,14973.0
T,U,T,5J,O,5J,A,TO1,TO1,A,D,3,A,K,S,2022-S1,12618.0
A,U,T,5J,O,5J,A,TO1,TO1,A,H,3,C,K,S,2021-S2,147941.0
A,U,T,5J,O,5J,A,TO1,TO1,A,H,3,C,K,S,2022-S1,151588.0
D,A,E,5J,B,5K,A,TO1,TO1,A,A,3,C,K,S,2021-S2,38226.513
D,A,E,5J,B,5K,A,TO1,TO1,A,A,3,C,K,S,2022-S1,30366.176
Q,C,B,5J,A,5J,A,CAD,TO1,A,A,3,A,K,S,2021-S2,631.413
Q,C,B,5J,A,5J,A,CAD,TO1,A,A,3,A,K,S,2022-S1,631.004
S,U,T,5J,P,5J,A,TO1,TO1,A,B,3,A,K,E,2021-S2,199909.0
S,U,T,5J,P,5J,A,TO1,TO1,A,B,3,A,K,E,2022-S1,112601.0
A,U,T,5J,C,5J,A,TO1,TO1,A,F,3,C,K,S,2021-S2,3395017.0
A,U,T,5J,C,5J,A,TO1,TO1,A,F,3,C,K,S,2022-S1,3543608.0
A,U,T,5J,A,5J,A,TO1,TO1,A,Z,3,C,K,S,2021-S2,2006698.5
A,U,T,5J,A,5J,A,TO1,TO1,A,Z,3,C,K,S,2022-S1,2013361.0
A,A,B,5J,C,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,16527612.435
A,A,B,5J,C,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,15988439.228
A,I,B,5J,U,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,158179.642
A,I,B,5J,U,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,137900.855
S,U,T,5J,B,5J,K,TO1,TO1,A,A,3,A,K,E,2021-S2,48394.0
S,U,T,5J,B,5J,K,TO1,TO1,A,A,3,A,K,E,2022-S1,47324.0
S,W,T,5J,N,5J,M,TO1,TO1,A,A,3,A,K,E,2021-S2,1266.0
S,W,T,5J,N,5J,M,TO1,TO1,A,A,3,A,K,E,2022-S1,1852.0
A,I,B,5J,K,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,197204.483
A,I,B,5J,K,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,248258.062
Q,D,E,5J,A,5U,A,TO1,TO1,A,A,3,A,K,S,2021-S2,2600.501
Q,D,E,5J,A,5U,A,TO1,TO1,A,A,3,A,K,S,2022-S1,3372.126
T,W,T,5J,M,5J,A,TO1,TO1,U,A,3,A,K,S,2021-S2,1372.0
T,W,T,5J,M,5J,A,TO1,TO1,U,A,3,A,K,S,2022-S1,2005.0
Q,M,D,5J,A,5J,A,TO1,CHF,A,A,3,A,K,S,2021-S2,4509.44
Q,M,D,5J,A,5J,A,TO1,CHF,A,A,3,A,K,S,2022-S1,4633.235
T,W,T,5J,A,5J,K,TO1,TO1,A,A,3,A,K,S,2021-S2,108171.0
T,W,T,5J,A,5J,K,TO1,TO1,A,A,3,A,K,S,2022-S1,94790.0
T,U,T,5J,A,5J,M,TO1,TO1,A,A,3,A,K,S,2021-S2,24825.0
T,U,T,5J,A,5J,M,TO1,TO1,A,A,3,A,K,S,2022-S1,27119.0
C,W,T,5J,U,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,2025.34
C,W,T,5J,U,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,2002.067
S,U,T,5J,B,5U,A,TO1,TO1,A,A,3,A,K,E,2021-S2,1157.0
S,U,T,5J,B,5U,A,TO1,TO1,A,A,3,A,K,E,2022-S1,1090.0
S,U,T,5J,N,5J,A,TO1,TO1,A,A,3,A,K,E,2021-S2,50410.668
S,U,T,5J,N,5J,A,TO1,TO1,A,A,3,A,K,E,2022-S1,55147.309
D,S,D,5J,C,5J,A,TO1,JPY,A,A,3,A,K,S,2021-S2,1121.313
D,S,D,5J,C,5J,A,TO1,JPY,A,A,3,A,K,S,2022-S1,2337.703
S,W,T,5J,K,5J,A,TO1,TO1,F,A,3,A,K,E,2021-S2,109172.0
S,W,T,5J,K,5J,A,TO1,TO1,F,A,3,A,K,E,2022-S1,94775.0
A,U,T,5J,A,1E,A,TO1,TO1,A,A,3,C,K,S,2021-S2,2217317.5
A,U,T,5J,A,1E,A,TO1,TO1,A,A,3,C,K,S,2022-S1,2422712.5
A,V,T,5J,B,5J,F,TO1,TO1,A,A,3,C,K,S,2021-S2,191910.0
A,V,T,5J,B,5J,F,TO1,TO1,A,A,3,C,K,S,2022-S1,185689.5
A,R,B,5J,C,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,4267609.501
A,R,B,5J,C,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,5528389.189
S,V,T,5J,B,5J,B,TO1,TO1,A,A,3,A,K,E,2021-S2,322187.59
S,V,T,5J,B,5J,B,TO1,TO1,A,A,3,A,K,E,2022-S1,322114.626
Q,C,B,5J,B,5J,A,JPY,TO1,A,A,3,A,K,S,2021-S2,521.085
Q,C,B,5J,B,5J,A,JPY,TO1,A,A,3,A,K,S,2022-S1,501.392
A,D,B,5J,U,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,5904047.101
A,D,B,5J,U,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,6474530.103
A,M,D,5J,B,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,108128.873
A,M,D,5J,B,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,101906.5
D,T,D,5J,B,5J,A,TO1,CAD,A,A,3,A,K,S,2021-S2,105.464
D,T,D,5J,B,5J,A,TO1,CAD,A,A,3,A,K,S,2022-S1,223.376
S,W,T,5J,U,5J,A,TO1,TO1,A,F,3,A,K,E,2021-S2,5808.0
S,W,T,5J,U,5J,A,TO1,TO1,A,F,3,A,K,E,2022-S1,5871.0
A,W,T,5J,C,5J,A,TO1,TO1,A,D,3,C,K,S,2021-S2,164428.0
A,W,T,5J,C,5J,A,TO1,TO1,A,D,3,C,K,S,2022-S1,114674.0
A,S,U,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,11564.59
A,S,U,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,11004.09
D,L,D,5J,U,5J,A,GBP,TO1,A,A,3,C,K,S,2021-S2,76966.773
D,L,D,5J,U,5J,A,GBP,TO1,A,A,3,C,K,S,2022-S1,52922.955
A,S,B,5J,U,5J,A,TO1,JPY,A,A,3,A,K,S,2021-S2,85603.74
A,S,B,5J,U,5J,A,TO1,JPY,A,A,3,A,K,S,2022-S1,145789.001
A,C,E,5J,U,US,A,TO1,TO1,A,A,3,C,K,S,2021-S2,257953.283
A,C,E,5J,U,US,A,TO1,TO1,A,A,3,C,K,S,2022-S1,219639.053
S,U,T,5J,A,5J,K,TO1,TO1,A,A,3,A,K,E,2021-S2,112244.0
S,U,T,5J,A,5J,K,TO1,TO1,A,A,3,A,K,E,2022-S1,106429.0
A,A,B,5J,B,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,641748.513
A,A,B,5J,B,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,629863.508
A,R,B,5J,A,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,3547966.874
A,R,B,5J,A,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,4203167.26
A,U,T,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,234970.003
A,U,T,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,125228.147
D,I,B,5J,B,5J,A,TO1,EUR,A,A,3,C,K,S,2021-S2,127944.082
D,I,B,5J,B,5J,A,TO1,EUR,A,A,3,C,K,S,2022-S1,199527.286
A,U,T,5J,A,5U,A,TO1,TO1,A,A,3,C,K,S,2021-S2,264179.5
A,U,T,5J,A,5U,A,TO1,TO1,A,A,3,C,K,S,2022-S1,286010.5
A,A,B,5J,B,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,641748.513
A,A,B,5J,B,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,629863.508
A,A,E,5J,A,5F,A,TO1,TO1,A,A,3,C,K,S,2021-S2,363336.264
A,A,E,5J,A,5F,A,TO1,TO1,A,A,3,C,K,S,2022-S1,360918.485
D,S,E,5J,B,5K,A,TO1,TO1,A,A,3,A,K,S,2021-S2,22678.94
D,S,E,5J,B,5K,A,TO1,TO1,A,A,3,A,K,S,2022-S1,12413.543
A,I,B,5J,C,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,1525361.347
A,I,B,5J,C,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,1446648.88
T,V,T,5J,N,5J,G,TO1,TO1,A,A,3,A,K,S,2021-S2,3100.0
T,V,T,5J,N,5J,G,TO1,TO1,A,A,3,A,K,S,2022-S1,4129.0
D,R,B,5J,A,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,6710.323
D,R,B,5J,A,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,10360.585
S,W,T,5J,N,5J,A,TO1,TO1,A,H,3,A,K,E,2021-S2,7353.0
S,W,T,5J,N,5J,A,TO1,TO1,A,H,3,A,K,E,2022-S1,10371.0
D,R,D,5J,U,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,14629.89
D,R,D,5J,U,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,32713.566
Q,R,D,5J,Z,5J,A,TO1,CHF,A,A,3,A,K,S,2021-S2,2264.935
Q,R,D,5J,Z,5J,A,TO1,CHF,A,A,3,A,K,S,2022-S1,2170.811
A,W,T,5J,U,5J,A,TO1,TO1,A,H,3,C,K,S,2021-S2,15635.0
A,W,T,5J,U,5J,A,TO1,TO1,A,H,3,C,K,S,2022-S1,15429.0
A,R,T,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,113471.417
A,R,T,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,99326.288
T,U,T,5J,Z,5J,G,TO1,TO1,A,A,3,A,K,S,2021-S2,912106.0
T,U,T,5J,Z,5J,G,TO1,TO1,A,A,3,A,K,S,2022-S1,952115.0
A,A,D,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,475270505.132
A,A,D,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,502585892.641
D,A,D,5J,K,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,93569.714
D,A,D,5J,K,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,312191.563
A,T,D,5J,U,5J,A,CAD,TO1,A,A,3,A,K,S,2021-S2,3433.749
A,T,D,5J,U,5J,A,CAD,TO1,A,A,3,A,K,S,2022-S1,4454.068
A,T,E,5J,B,JP,A,TO1,TO1,A,A,3,A,K,S,2021-S2,15445.135
A,T,E,5J,B,JP,A,TO1,TO1,A,A,3,A,K,S,2022-S1,14495.098
S,V,T,5J,P,5J,A,TO1,TO1,A,D,3,A,K,E,2021-S2,8005.0
S,V,T,5J,P,5J,A,TO1,TO1,A,D,3,A,K,E,2022-S1,4947.0
T,W,T,5J,P,5J,A,TO1,TO1,U,A,3,A,K,S,2021-S2,20221.0
T,W,T,5J,P,5J,A,TO1,TO1,U,A,3,A,K,S,2022-S1,14455.0
A,A,B,5J,A,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,2158132.478
A,A,B,5J,A,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,2074509.125
D,S,D,5J,K,5J,A,TO1,CAD,A,A,3,A,K,S,2021-S2,
D,S,D,5J,K,5J,A,TO1,CAD,A,A,3,A,K,S,2022-S1,0.0
T,W,T,5J,A,5J,C,TO1,TO1,A,A,3,A,K,S,2021-S2,2670812.607
T,W,T,5J,A,5J,C,TO1,TO1,A,A,3,A,K,S,2022-S1,2798240.917
D,A,D,5J,A,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,4027133.955
D,A,D,5J,A,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,5520094.867
Q,M,D,5J,B,5J,A,TO1,EUR,A,A,3,A,K,S,2021-S2,7038.842
Q,M,D,5J,B,5J,A,TO1,EUR,A,A,3,A,K,S,2022-S1,6497.476
A,S,U,5J,A,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,13921.507
A,S,U,5J,A,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,40622.554
D,I,B,5J,A,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,35212.69
D,I,B,5J,A,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,46568.411
D,T,B,5J,C,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,28114.484
D,T,B,5J,C,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,50417.274
S,V,T,5J,O,5J,A,TO1,TO1,A,A,3,A,K,E,2021-S2,65609.927
S,V,T,5J,O,5J,A,TO1,TO1,A,A,3,A,K,E,2022-S1,57842.0
A,C,B,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,40.747
A,C,B,5J,K,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,696.754
A,L,D,5J,U,5J,A,TO1,TO1,D,A,3,C,K,S,2021-S2,3878280.582
A,L,D,5J,U,5J,A,TO1,TO1,D,A,3,C,K,S,2022-S1,4111306.18
T,U,T,5J,A,5J,A,TO1,TO1,A,H,3,A,K,S,2021-S2,1111267.0
T,U,T,5J,A,5J,A,TO1,TO1,A,H,3,A,K,S,2022-S1,1212515.0
S,W,T,5J,N,5J,K,TO1,TO1,A,A,3,A,K,E,2021-S2,1531.0
S,W,T,5J,N,5J,K,TO1,TO1,A,A,3,A,K,E,2022-S1,2060.0
A,W,T,5J,L,5J,C,TO1,TO1,A,A,3,C,K,S,2021-S2,320521.603
A,W,T,5J,L,5J,C,TO1,TO1,A,A,3,C,K,S,2022-S1,395300.128
A,R,E,5J,B,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,349674.695
A,R,E,5J,B,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,363645.064
A,V,T,5J,B,5J,A,TO1,TO1,F,A,3,C,K,S,2021-S2,76733.0
A,V,T,5J,B,5J,A,TO1,TO1,F,A,3,C,K,S,2022-S1,73312.5
A,L,D,5J,U,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,736393.164
A,L,D,5J,U,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,555752.131
T,U,T,5J,N,5J,M,TO1,TO1,A,A,3,A,K,S,2021-S2,652.0
T,U,T,5J,N,5J,M,TO1,TO1,A,A,3,A,K,S,2022-S1,1427.0
D,L,D,5J,B,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,1530.662
D,L,D,5J,B,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,2101.802
D,A,E,5J,U,US,A,TO1,TO1,A,A,3,C,K,S,2021-S2,122799.168
D,A,E,5J,U,US,A,TO1,TO1,A,A,3,C,K,S,2022-S1,86280.869
D,A,B,5J,C,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,42695.053
D,A,B,5J,C,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,72629.107
A,V,T,5J,L,5J,A,TO1,TO1,A,Z,3,C,K,S,2021-S2,42680.0
A,V,T,5J,L,5J,A,TO1,TO1,A,Z,3,C,K,S,2022-S1,52004.0
T,U,T,5J,B,5J,M,TO1,TO1,A,A,3,A,K,S,2021-S2,5307.0
T,U,T,5J,B,5J,M,TO1,TO1,A,A,3,A,K,S,2022-S1,3827.0
D,D,B,5J,U,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,6915.024
D,D,B,5J,U,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,12938.725
S,X,T,5J,O,5J,A,TO1,TO1,A,A,3,A,K,E,2021-S2,146841.0
S,X,T,5J,O,5J,A,TO1,TO1,A,A,3,A,K,E,2022-S1,152452.0
D,L,D,5J,A,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,285546.066
D,L,D,5J,A,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,265143.463
A,S,D,5J,B,5J,A,TO1,JPY,A,A,3,A,K,S,2021-S2,893951.913
A,S,D,5J,B,5J,A,TO1,JPY,A,A,3,A,K,S,2022-S1,794336.0
S,U,T,5J,M,5J,A,TO1,TO1,A,B,3,A,K,E,2021-S2,28946.0
S,U,T,5J,M,5J,A,TO1,TO1,A,B,3,A,K,E,2022-S1,31593.0
S,W,T,5J,A,5J,A,TO1,TO1,A,H,3,A,K,E,2021-S2,746667.0
S,W,T,5J,A,5J,A,TO1,TO1,A,H,3,A,K,E,2022-S1,870854.0
A,W,T,5J,Z,5J,A,TO1,TO1,A,D,3,C,K,S,2021-S2,169831.0
A,W,T,5J,Z,5J,A,TO1,TO1,A,D,3,C,K,S,2022-S1,122992.0
A,T,B,5J,K,5J,A,JPY,TO1,A,A,3,A,K,S,2021-S2,248.205
A,T,B,5J,K,5J,A,JPY,TO1,A,A,3,A,K,S,2022-S1,2272.03
D,S,B,5J,K,5J,A,TO1,SEK,A,A,3,A,K,S,2021-S2,0.094
D,S,B,5J,K,5J,A,TO1,SEK,A,A,3,A,K,S,2022-S1,0.196
T,U,T,5J,P,5J,F,TO1,TO1,A,A,3,A,K,S,2021-S2,44677.0
T,U,T,5J,P,5J,F,TO1,TO1,A,A,3,A,K,S,2022-S1,45189.0
